OperatorControlNumber,DifficultyDate,SubmissionDate,OperatorDesignator,SubmitterDesignator,SubmitterTypeCode,ReceivingRegionCode,ReceivingDistrictOffice,SDRType,JASCCode,NatureOfConditionA,NatureOfConditionB,NatureOfConditionC,PrecautionaryProcedureA,PrecautionaryProcedureB,PrecautionaryProcedureC,PrecautionaryProcedureD,StageOfOperationCode,HowDiscoveredCode,RegistryNNumber,AircraftMake,AircraftModel,AircraftSerialNumber,AircraftTotalTime,AircraftTotalCycles,EngineMake,EngineModel,EngineSerialNumber,EngineTotalTime,EngineTotalCycles,PropellerMake,PropellerModel,PropellerSerialNumber,PropellerTotalTime,PropellerTotalCycles,PartMake,PartName,PartNumber,PartSerialNumber,PartCondition,PartLocation,PartTotalTime,PartTotalCycles,PartTimeSince,PartSinceCode,ComponentMake,ComponentModel,ComponentName,ComponentPartNumber,ComponentSerialNumber,ComponentLocation,ComponentTotalTime,ComponentTotalCycles,ComponentTimeSince,ComponentSinceCode,FuselageStationFrom,FuselageStationTo,StringerFrom,StringerFromSide,StringerTo,StringerToSide,WingStationFrom,WingStationFromSide,WingStationTo,WingStationToSide,ButtLineFrom,ButtLineFromSide,ButtlineTo,ButtlineToSide,WaterLineFrom,WaterLineTo,CrackLength,NumberOfCracks,CorrosionLevel,StructuralOther,Discrepancy,match_key,match_field,wo_part_number,sdr_year
CALA2025070806345,2025-07-07,2025-07-08T08:51:12.033-05:00,CALA,CALA,A,GL,33,A,7532,L,,,K,,,,IN,C,78540,BOEING,737824,63646,25027,9193,CFMINT,CFM567B26E,,,,,,,,,HNYWL,CHECK VALVE,32022221,19712,FAILED,NR 1 ENGINE,24900,9134,24900,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOUND OP1 5TH STAGE VALVE TO BE UNSERVICEABLE. REMOVED AND REPLACED L/H #1 ENG.T/R 5TH STAGE VALVE I.A.W. AMM 36-11-02  THIS ENTRY IS FOR FAILURE OF 5TH STAGE CHECK VALVE.,32022221,PartNumber,3202222-1,2025
AALA202507085440,2025-07-06,2025-07-08T14:40:27.320-05:00,AALA,AALA,A,SW,21,A,2612,N,,,A,,,,CR,O,862NN,BOEING,737823,30905,43169,18419,,,,,,,,,,,KIDDE,SMOKE DETECTOR,4735975,,FAULTED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: HAD FIRE INDICATIONS ON FORWARD CARGO COMPARMENT INFLIGHT, DISCHARGE BOTTLE, NO INDICATIONS OF ANY FIRE ONCE ON GROUND. AIRCRAFT DIVERTED TO AND LANDED SAFELY AT JAX. REMOVED AND REPLACED FAULTY CARGO FIRE CONTROL PANEL (AALA202507075560), PER AMM 26-00-02. REMOVED AND REPLACED CARGO ELECTRONIC UNIT (AALA202507085326), PER AMM 26-16-02. REMOVED AND REPLACED ALL FORWARD CARGO SMOKE DETECTORS (AALA202507085440), PER AMM 26-16-01. REMOVED AND REPLACED CARGO FIRE EXTINGUISHER BOTTLE (AALA202507081564), PER AMM 26-23-01.",4735975,PartNumber,473597-5,2025
CALA2025070906379,2025-07-07,2025-07-09T09:52:33.117-05:00,CALA,CALA,A,GL,33,A,2612,N,,,F,A,,,CL,O,33292,BOEING,737824,33455,61024,22420,,,,,,,,,,,KIDDE,SMOKE DETECTOR,4735975,,FALSE ACTIVATION,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AFT CARGO FIRE WARNING ILLUMINATED 3 TIMES  BOTTLE WAS DISCHARGE DPER CAPTAIN, DURING CLIMB OUT AGT CARGO PIT SMOKE DET LITE ILLUMINATED TWICE. HE BLEW THE BOTTLE AND THE LITE CAME ON AGAIN. CABIN CREW DID NOT SMELL SMOKE.   REMOVED FIRE BOTTLE 1 REF AMM 26-23-01-000-801-001.  REMOVED AND REPLACED CARGO FIRE EXTINGUISING FILTER/DRIER DUE TO BOTTLE BEING DISCHARGED. REF AMM 26-23-04-400-801.  ALL FIRE DETECTION/ SUPPRESSION CIRCUIT BREAKERS PULLED AND RESET REF SDS 26-23-00-007.  COMPLETED INSTALLATION OF LEFT BOTTLE CARGO REF AMM 26-23-01-400-802-001 CONTINUING FROM STEP H SUBTASK D.  TEST OPS CHECK GOOD REF AMM 26-23-01.",4735975,PartNumber,473597-5,2025
CALA2025071506594,2025-07-13,2025-07-15T08:40:19.053-05:00,CALA,CALA,A,GL,33,A,7532,O,,,A,,,,CL,O,66814,BOEING,737924ER,42745,36185,13056,CFMINT,CFM567B27E,,,,,,,,,HNYWL,BLEED VALVE,1074926,8566,FAULTED,RT ENGINE,58044,20772,3615,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIR CONDITIONING VALVES RIGHT BREAKER TRIPPED REF SSM 36-11-11-103 SH. 2 AIR CONDITIONING BLEED AIR VALVES RIGHT C.B. B7 ON P6-4 PNL PROVIDES POWER TO ENG 2 BLEED AIR REGULATOR M1180. RESET C.B. &  WITH RIGHT ENG RUNNING CYCLED #2 ENG BLEED AIR SWITCH, CIRCUIT BREAKER REMAINED CLOSED. SUSPECT FAULTY BLD AIR REG M1180 REMOVE AND REPLACED BLEED AIR REGULATOR IAW AMM 36-11-03. LEAK CHECK GOOD. OPS CHECK GOOD.",1074926,PartNumber,107492-6,2025
CALA2025072907052,2025-07-26,2025-07-29T09:41:53.040-05:00,CALA,CALA,A,GL,33,A,7532,O,,,A,D,,,CL,O,69839,BOEING,737924ER,60316,31310,11520,CFMINT,CFM567B27E,,,,,,,,,HNYWL,BLEED VALVE,1074926,16988,FAULTED,NR 1 ENGINE,31292,11512,31292,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ON CLIMBOUT LEFT BLEED ZERO PRESSURE NORMAL INDICATIONS ON START AND TAXI DEBRIEF CREW, LOST OF DUCT PRESSURE AT CLIMB OUT #1 ENGINE . (LEFT DUCT ZERO 0) (RIGHT DUCT PRESSUREGHT 50 PSI). ENGINE BEEN THE SOURCE. PREFORMED PNUEMATIC HEALTH CHECK REF. AMM 36-11-00-700-801 FOUND THAT BLEED AIR REGULATOR WAS NOT COMMANDING PRSOV TO OPEN. REMOVED AND REPLACED ENG# 1 BLEED AIR REGULATOR REF. AMM 36-11-03-400-801 LEAK CHECKS GOOD. PERFORMED BLEED AIR CROSSOVER CHECK REF. AMM 36-11-00-710-801 ALL PARAMETERS IN LIMITS. OK FOR SERVICE.",1074926,PartNumber,107492-6,2025
AALA202507316943,2025-07-18,2025-08-01T00:52:36.500-05:00,AALA,AALA,A,SW,21,A,3350,L,,,K,,,,IN,C,322TH,BOEING,7378,68102,6607,2430,,,,,,,,,,,,LIGHT,9701140001,,INOPERATIVE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: SEAT 16CBA OVERHEAD LIGHT ON EMERGENCY DOOR INOPERATIVE.   REMOVED AND REPLACED SIDEWALL LIGHT AT 4AB. PER AMM 33-21-00. OPERATIONAL CHECK GOOD.,9701140001,PartNumber,9701-14-0001,2025
AALA202507316019,2025-07-25,2025-07-31T14:46:17.773-05:00,AALA,AALA,A,SW,21,A,2611,N,,,F,,,,NR,O,967AN,BOEING,737823,29545,68562,29049,,,,,,,,,,,KIDDE,SMOKE DETECTOR,4735975,,FALSE INDICATION,ZONE 100 - FUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: FORWARD CARGO FIRE LIGHT ILLUMINATED ON THE GROUND. FIRE WARNING BELL SOUNDED AND THE CARGO FIRE BOTTLE DISCHARGED. REMOVED AND REPLACED CARGO FIRE EXTINGUISHING BOTTLE (AALA202507315282), PER AMM 26-23-01. ALSO REMOVED AND REPLACED CARGO FIRE CONTROL UNIT (AALA202507316361), PER AMM 26-16-02, ALSO, REMOVED AND REPLACED ALL 4 FORWARD CARGO SMOKE DETECTOR (AALA202507314614), (AALA202507312870), (AALA202507317070), (AALA202507316019), PER AMM 26-16-01. OPERATIONAL CHECK GOOD.",4735975,PartNumber,473597-5,2025
AALA202507317070,2025-07-25,2025-07-31T14:46:17.607-05:00,AALA,AALA,A,SW,21,A,2612,N,,,F,,,,NR,O,967AN,BOEING,737823,29545,68562,29049,,,,,,,,,,,KIDDE,FIRE DETECTOR,4735975,,FALSE INDICATION,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: FORWARD CARGO FIRE LIGHT ILLUMINATED ON THE GROUND. FIRE WARNING BELL SOUNDED AND THE CARGO FIRE BOTTLE DISCHARGED. REMOVED AND REPLACED CARGO FIRE EXTINGUISHING BOTTLE (AALA202507315282), PER AMM 26-23-01. ALSO REMOVED AND REPLACED CARGO FIRE CONTROL UNIT (AALA202507316361), PER AMM 26-16-02, ALSO, REMOVED AND REPLACED ALL 4 FORWARD CARGO SMOKE DETECTOR (AALA202507314614), (AALA202507312870), (AALA202507317070), (AALA202507316019), PER AMM 26-16-01. OPERATIONAL CHECK GOOD.",4735975,PartNumber,473597-5,2025
AALA202507312870,2025-07-25,2025-07-31T14:46:17.437-05:00,AALA,AALA,A,SW,21,A,2612,N,,,F,,,,NR,O,967AN,BOEING,737823,29545,68562,29049,,,,,,,,,,,KIDDE,FIRE DETECTOR,4735975,,FALSE INDICATION,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: FORWARD CARGO FIRE LIGHT ILLUMINATED ON THE GROUND. FIRE WARNING BELL SOUNDED AND THE CARGO FIRE BOTTLE DISCHARGED. REMOVED AND REPLACED CARGO FIRE EXTINGUISHING BOTTLE (AALA202507315282), PER AMM 26-23-01. ALSO REMOVED AND REPLACED CARGO FIRE CONTROL UNIT (AALA202507316361), PER AMM 26-16-02, ALSO, REMOVED AND REPLACED ALL 4 FORWARD CARGO SMOKE DETECTOR (AALA202507314614), (AALA202507312870), (AALA202507317070), (AALA202507316019), PER AMM 26-16-01. OPERATIONAL CHECK GOOD.",4735975,PartNumber,473597-5,2025
AALA202507314614,2025-07-25,2025-07-31T14:46:17.267-05:00,AALA,AALA,A,SW,21,A,2612,N,,,F,,,,NR,O,967AN,BOEING,737823,29545,68562,29049,,,,,,,,,,,KIDDE,FIRE DETECTOR,4735975,,FALSE INDICATION,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: FORWARD CARGO FIRE LIGHT ILLUMINATED ON THE GROUND. FIRE WARNING BELL SOUNDED AND THE CARGO FIRE BOTTLE DISCHARGED. REMOVED AND REPLACED CARGO FIRE EXTINGUISHING BOTTLE (AALA202507315282), PER AMM 26-23-01. ALSO REMOVED AND REPLACED CARGO FIRE CONTROL UNIT (AALA202507316361), PER AMM 26-16-02, ALSO, REMOVED AND REPLACED ALL 4 FORWARD CARGO SMOKE DETECTOR (AALA202507314614), (AALA202507312870), (AALA202507317070), (AALA202507316019), PER AMM 26-16-01. OPERATIONAL CHECK GOOD.",4735975,PartNumber,473597-5,2025
AALA202507316361,2025-07-25,2025-07-31T14:46:17.100-05:00,AALA,AALA,A,SW,21,A,2612,N,,,O,,,,NR,O,967AN,BOEING,737823,29545,68562,29049,,,,,,,,,,,KIDDE,CONTROL UNIT,4739551,,FALSE ACTIVATION,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: FORWARD CARGO FIRE LIGHT ILLUMINATED ON THE GROUND. FIRE WARNING BELL SOUNDED AND THE CARGO FIRE BOTTLE DISCHARGED. REMOVED AND REPLACED CARGO FIRE EXTINGUISHING BOTTLE (AALA202507315282), PER AMM 26-23-01. ALSO REMOVED AND REPLACED CARGO FIRE CONTROL UNIT (AALA202507316361), PER AMM 26-16-02, ALSO, REMOVED AND REPLACED ALL 4 FORWARD CARGO SMOKE DETECTOR (AALA202507314614), (AALA202507312870), (AALA202507317070), (AALA202507316019), PER AMM 26-16-01. OPERATIONAL CHECK GOOD.",4739551,PartNumber,473955-1,2025
ASMF202508040001,2025-07-28,2025-08-04T14:47:40.783-05:00,ASMF,ASMF,W,SW,23,A,3610,J,,,O,,,,CR,O,950AM,BOEING,737852,35115,66610,26579,,,,,,,,,,,HNYWL,SHUTOFF VALVE,32145526,6513,FAULTY,,15484,6564,241,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUCT PRESSURE INDICATION LOW DURING TAKEOFF, CLIMB AND CRUISE, ENGINE IS THE BLEED SOURCE. FRM 361 040 00",32145526,PartNumber,3214552-6,2025
CALA2025081307689,2025-08-11,2025-08-13T10:20:57.320-05:00,CALA,CALA,A,GL,33,A,3411,J,,,A,,,,CR,O,75426,BOEING,737924ER,31622,53092,18796,,,,,,,,,,,,PITOT TUBE,0851HT1,336665,SHORTED,ZONE 300,27261,10228,27261,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT ELEVATOR PITOT MASTER CAUTION.  T/S IAW FIM 30-31 TASK 805 AND WDM 30-31-11-900. FOUND LT ELEVATOR PITOT PROBE A24 INTERNALLY SHORTED. REMOVED L ELEV PROBE IAW AMM 27-31-94-000-801 AND COVERED LINE.    LEFT ELEV PITOT PROBE REPLACED.,0851HT1,PartNumber,0851HT1,2025
AALA202508197007,2025-08-14,2025-08-19T14:46:01.700-05:00,AALA,AALA,A,SW,21,A,7540,J,,,A,,,,CL,O,948AN,BOEING,737823,30086,70738,29840,CFMINT,CFM567B242,,,,,,,,,HNYWL,SENSOR,1296663,10711,FAILED,NR 2 ENGINE,13306,6217,13306,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS NOT DECLARED DUE TO: BLEED TRIP LIGHT ILLUMINATED IN CLIMB. AIRCRAFT DIVERTED TO AND LANDED SAFELY AT CLT. TROUBLESHOT PER FIM 36-10-00-810-809. REPLACED ENGINE NUMBER 2 PRECOOLER CONTROL VALVE SENSOR. PER AMM 36-12-03-400-801. OPERATIONAL AND LEAK CHECK GOOD.,1296663,PartNumber,129666-3,2025
AALA202508283445,2025-08-24,2025-08-28T11:06:23.520-05:00,AALA,AALA,A,SW,21,A,2530,B,,,O,,,,NR,O,300UB,BOEING,7378,44506,1776,706,,,,,,,,,,,,OVEN,820111000001,,SMOKE,ZONE 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: LEFT OVEN IN FORWARD GALLEY STARTS SMOKING WHEN TURNED ON.   REMOVED AND REPLACED NUMBER 1 OVEN AT FIRST CLASS GALLEY. PER AMM 25-32-00. OPERATIONAL CHECKS GOOD.,820111000001,PartNumber,8201-11-0000-01,2025
CALA2025082908278,2025-08-28,2025-08-29T08:59:46.053-05:00,CALA,CALA,A,GL,33,A,3350,L,,,K,,,,IN,C,57409,BOEING,7379,68818,1,1,,,,,,,,,,,,LIGHT,9701140000,,INOPERATIVE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RIGHT AFT OVERWING EMERGENCY LIGHT (SIDEWALL LIGHT) INOPERATIVE.  WDM 33-51-13-4. AT D14724, VERIFIED WIRES TO POWER SUPPLY AND GROUND CHKD NORMAL. NEED LIGHT ASSY. REPLACED RT AFT OVERWING LIGHT ASSY IAW AMM 33-21-00-960-802. EMERGENCY LIGHTS OPS CHKD NORMAL.",9701140000,PartNumber,9701-14-0000,2025
AALA202508153246,2025-08-12,2025-08-16T00:52:50.450-05:00,AALA,AALA,A,SW,21,A,3610,B,,,K,,,,NR,O,944AN,BOEING,737823,29535,70904,29890,,,,,,,,,,,,COMPRESSOR,32145526,6148,BURNED OUT,ZONE 100,65397,27565,65397,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: FLIGHT ATTENDANTS SAY THERE IS A BURNT SMELL AROUND THE AFT GALLEY. ACCOMPLISHED SOF INITIAL T/S PER CARD 08L00021001. FOUND POTABLE WATER COMPRESSOR CONTINUOSLY RUNNING AND BURNT SMELL FROM HOUSING CAUSING ODOR IN CABIN. REMOVE AND REPLACED COMPRESSOR (AALA202508141303). ALSO FOUND E1 BLEED PRESSURE LOW. REMOVE AND REPLACED PRSOV (AALA202508153246), PER AMM 36-11-04. ALSO, REMOVE AND REPLACED SENSE LINE ON HIGH PRESSURE VALVE (AALA202508158279), PER AMM 36-11-06.",32145526,PartNumber,3214552-6,2025
CALA2025091508920,2025-09-12,2025-09-15T09:45:01.000-05:00,CALA,CALA,A,GL,33,A,2612,N,,,A,,,,CR,O,39297,BOEING,737824,34003,57388,21155,,,,,,,,,,,,CONTROL UNIT,473925,8829,FAULTED,FIRE DETECTION,57388,2155,57388,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FLIGHT CREW REPORTED DURING CRUISE CREW GOT AFT CARGO FIRE WARNING LIGHT, PERFORMED QRH PROCEDURES LIGHT REMAINED ON.  PERFORMED CARGO SMOKE DETECTION OPS TEST IAW AMM 26-16-00 -710-801. OPS AND COCKPIT INDICATION NORMAL. PERFORMED TEST WITH AFT CARGO CEU.  ALL LAMPS ILLUMINATE & COCKPIT IND NORMAL.  PERFORMED WIRING CHECK IAW WDM 26-16-22, PAGE 3, SHEET 1. AFT  CARGO CEU TO EACH SMOKE DETECTOR  (1A/ 2A/ 3A/ 1B/ 2B/ 3B) COCKPIT P8 -75 TO AFT CARGO CEU.CONTINUTY CHECK & INSULATION CHECK RUSE ULT OK (NO FLUX WITH WIRE SHAKE) RESULT ATTACH WDM SHEET REMOVED AFT CEU IAW AMM 26-16-02-000-801.   CARGO ELECTRPNIC UNIT INSTALLED.INST TEST PASSED. REF AMM 26-16-02-400-801,  R &R CEU & WIRING CK COMPLETED.",473925,PartNumber,473925,2025
CALA2025091909041,2025-09-16,2025-09-19T10:37:09.527-05:00,CALA,CALA,A,GL,33,A,7532,J,,,A,,,,CL,O,67827,BOEING,737924ER,44581,35095,12895,CFMINT,CFM567B27,660782,33474,12285,,,,,,HNYWL,BLEED VALVE,1074926,6012,INOPERATIVE,NR 1 ENGINE,66973,24260,7600,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LEFT ENGINE BLEED  PRESSURE INDICATES 7PSI IN CLIMB & CRUISE, OPENED NR 1 ENGINE & TR FOUND NO OBVIOUS VISIAL DESCREPENCIES. OPENED & CLOSED NR 1 ENGINE.   PERFORMED HIGH POWER RUN REF FIM 36-10 TASK 804.  ZERO DUCT PRESSURE ON ENG NR 1 AT ALL POWER LEVELS.  PERFORMED ENG BLEED AIR SYS HEALTH CHK IAW AMM 36-11-00-700-801 UP TO STEP G.5(D).2,  PRSOV FAILED.   R & R PRSOV REF AMM 36-11-04. CONTINUED ENG HEALTH CHK.    R & R BLEED AIR REGULATOR REF AMM 36-11-03. NO FIX. CONTINUED HEALTH CHK AMM 36-11-00-700-801 UP TO BUT NOT INCLUDING STEP G.6(E)9.  R & R THE BLEED AIR REGULATOR REF AMM:36-11-03,  ATTEMPTED HEALTH CHK FROM PREVIOUS STEP, COULD NOT GET ANY SUPPLY AIR THROUGH BAR. BENCHED CHKD BAR, &  FOUND OPEN NR 1 ENG, ACCOMPLISHED ENG BLEED AIR CROSSOVER OPS TEST PER MM 36-11-00-710-801. ALL DUCT PRESSURES WITHIN MM LIMITS.",1074926,PartNumber,107492-6,2025
AALA202509156095,2025-09-11,2025-09-15T13:06:20.313-05:00,AALA,AALA,A,SW,21,A,2530,B,,,O,,,,NR,O,138AN,AIRBUS,A321231,6650,31268,12392,,,,,,,,,,,,OVEN,820111000001,,ODOR,ZONE 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: FORWARD GALLEY LEFT OVEN SMELLS LIKE BURNING PAPER WHEN RUN. OPEN,820111000001,PartNumber,8201-11-0000-01,2025
AALA202509275566,2025-09-20,2025-09-27T06:39:56.787-05:00,AALA,AALA,A,SW,21,A,2530,B,,,O,,,,NR,O,951AA,BOEING,737823,29538,66152,27893,,,,,,,,,,,,OVEN,820111000001,,FAULTED,ZONE 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: LEFT GALLEY OVEN BEEPING AND HOT WHEN NOT ON. COULD SMELL FROM THE FLIGHT DECK.   REPLACED FIRST CLASS OVEN NUMBER 1 PER AMM 25-32-03.,820111000001,PartNumber,8201-11-0000-01,2025
AALA202510016788,2025-09-30,2025-10-01T16:00:51.050-05:00,AALA,AALA,A,SW,21,A,2611,L,,,K,,,,IN,C,931AN,BOEING,737823,30079,68004,28475,,,,,,,,,,,KIDDE,SMOKE DETECTOR,4735975,,FAULTED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: FOUND AFT CARGO SMOKE DETECTOR M2246-B2 AND M2247-B3 FAULTY. REMOVED AND REPLACED AFT CARGO SMOKE DETECTOR M2246-B2 (AALA202510016788) AND M2247-B3 (AALA202510016525). PER AMM 26-16-01. OPERATIONAL CHECK GOOD.,4735975,PartNumber,473597-5,2025
AALA202510016525,2025-09-30,2025-10-01T16:00:52.670-05:00,AALA,AALA,A,SW,21,A,2611,L,,,K,,,,IN,C,931AN,BOEING,737823,30079,68004,28475,,,,,,,,,,,KIDDE,SMOKE DETECTOR,4735975,,FAULTY,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: FOUND AFT CARGO SMOKE DETECTOR M2246-B2 AND M2247-B3 FAULTY. REMOVED AND REPLACED AFT CARGO SMOKE DETECTOR M2246-B2 (AALA202510016788) AND M2247-B3 (AALA202510016525). PER AMM 26-16-01. OPERATIONAL CHECK GOOD.,4735975,PartNumber,473597-5,2025
AALA202510022865,2025-09-29,2025-10-02T13:55:49.443-05:00,AALA,AALA,A,SW,21,A,2612,L,,,K,,,,IN,C,912AN,BOEING,737823,29513,67045,27713,,,,,,,,,,,KIDDE,FIRE DETECTOR,4735975,,INTERMITTENT,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: AFT AND FORWARD CARGO FIRE LOOPS TEST RANDOMLY, INTERMITTENTLY AND NOT AT ALL ON BOTH LOOPS. DETECTOR FAULT LIGHT ILLUMINATES INTERMITTENTLY. REMOVED AND REPLACED A1-(AALA202510022865), A2-(AALA202510028734), B1-(AALA202510022821) AND B2-(AALA202510022099) CARGO BAY SMOKE DETECTORS. PER AMM 26-16-01. OPERATIONAL TESTS NORMAL AT THIS TIME.",4735975,PartNumber,473597-5,2025
AALA202510028734,2025-09-29,2025-10-02T13:55:49.787-05:00,AALA,AALA,A,SW,21,A,2612,L,,,K,,,,NR,C,912AN,BOEING,737823,29513,67045,27713,,,,,,,,,,,KIDDE,FIRE DETECTOR,4735975,,INTERMITTENT,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: AFT AND FORWARD CARGO FIRE LOOPS TEST RANDOMLY, INTERMITTENTLY AND NOT AT ALL ON BOTH LOOPS. DETECTOR FAULT LIGHT ILLUMINATES INTERMITTENTLY. REMOVED AND REPLACED A1-(AALA202510022865), A2-(AALA202510028734), B1-(AALA202510022821) AND B2-(AALA202510022099) CARGO BAY SMOKE DETECTORS. PER AMM 26-16-01. OPERATIONAL TESTS NORMAL AT THIS TIME.",4735975,PartNumber,473597-5,2025
AALA202510022821,2025-09-29,2025-10-02T13:55:49.947-05:00,AALA,AALA,A,SW,21,A,2612,L,,,K,,,,IN,C,912AN,BOEING,737823,29513,67045,27713,,,,,,,,,,,KIDDE,FIRE DETECTOR,4735975,,INTERMITTENT,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: AFT AND FORWARD CARGO FIRE LOOPS TEST RANDOMLY, INTERMITTENTLY AND NOT AT ALL ON BOTH LOOPS. DETECTOR FAULT LIGHT ILLUMINATES INTERMITTENTLY. REMOVED AND REPLACED A1-(AALA202510022865), A2-(AALA202510028734), B1-(AALA202510022821) AND B2-(AALA202510022099) CARGO BAY SMOKE DETECTORS. PER AMM 26-16-01. OPERATIONAL TESTS NORMAL AT THIS TIME.",4735975,PartNumber,473597-5,2025
AALA202510022099,2025-09-29,2025-10-02T13:55:50.120-05:00,AALA,AALA,A,SW,21,A,2612,L,,,K,,,,IN,C,912AN,BOEING,737823,29513,67045,27713,,,,,,,,,,,KIDDE,FIRE DETECTOR,4735975,,INTERMITTENT,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: AFT AND FORWARD CARGO FIRE LOOPS TEST RANDOMLY, INTERMITTENTLY AND NOT AT ALL ON BOTH LOOPS. DETECTOR FAULT LIGHT ILLUMINATES INTERMITTENTLY. REMOVED AND REPLACED A1-(AALA202510022865), A2-(AALA202510028734), B1-(AALA202510022821) AND B2-(AALA202510022099) CARGO BAY SMOKE DETECTORS. PER AMM 26-16-01. OPERATIONAL TESTS NORMAL AT THIS TIME.",4735975,PartNumber,473597-5,2025
CALA2025100909840,2025-10-07,2025-10-09T09:50:36.213-05:00,CALA,CALA,A,GL,33,A,7220,O,,,K,,,,IN,V,78506,BOEING,7378,32832,58067,21745,CFMINT,CFM567B262,,,,,,,,,CFMINT,BLADE,3400010390,DB3808408,OUT OF LIMITS,NR 2 ENGINE,46037,33872,16533,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING WALK AROUND, FOUND FAN BLADE TIP OF NR 2 ENG BENT.  ON FURTHER INSPECTION IAW AMM 72-21-02-200-801-F00, FOUND ORIGINAL BLADE NR 8 TO BE OUT OF LIMITS. IN ADDITION,  FOUND ADJACENT BLADE NR 9 TO HAVE A TIP CURL OUT OF LIMITS.   FOUND SEVERAL OTHER BLADES TO HAVE SMALL NICKS ON L/ES IAW AMM 72-21-02-200-801-F00, PART J, 2. BLADE NR 8 EXCEEDS W DIMENSION BY OVER AN INCH. BLADE NR 9 EXCEEDS X DIMENSION BY 0.7 INCH &  W DIMENSION 0.5 INCH.   R & R NR 2 ENG FAN BLADES NR 9 & 8 IAW AMM 72-21-02-000-802-F00.  PERFORMED ENG RUN AT IDLE. DURING N2 AT 69%,  NOTICED HIGH ENGINE VIBRATION AT 1.5.  PERFORMED NR 2 ENGINE VIBRATION SURVEY TEST IAW AMM 71-00-00-00-700-814-F00.   ACCOMPLISHED ENGINE RUN AT ALL POWER SETTINGS ENGINE VIBRATION INDICATION NEVER EXCEEDED 1.4.",3400010390,PartNumber,340-001-039-0,2025
